"sector","year","scenario","region","pct_change"
"Services",2040,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-0.5167
"Agriculture",2040,"Hot/Dry","Mtskheta-Mtianeti",-1.2721
"Industry",2040,"Hot/Dry","Mtskheta-Mtianeti",-0.7431
"Services",2040,"Hot/Dry","Mtskheta-Mtianeti",-0.1482
"Agriculture",2040,"Hot/Dry","Kakheti",-4.0732
"Industry",2040,"Hot/Dry","Kakheti",-1.6853
"Services",2040,"Hot/Dry","Kakheti",-0.6353
"Agriculture",2040,"Hot/Dry","Samtskhe-Javakheti",-0.3618
"Industry",2040,"Hot/Dry","Samtskhe-Javakheti",-0.1219
"Services",2040,"Hot/Dry","Samtskhe-Javakheti",-0.033
"Agriculture",2040,"Hot/Dry","Ajaria",-3.0783
"Industry",2040,"Hot/Dry","Ajaria",-0.8022
"Services",2040,"Hot/Dry","Ajaria",-0.268
"Agriculture",2040,"Hot/Dry","Kvemo Kartli",-1.5258
"Industry",2040,"Hot/Dry","Kvemo Kartli",-1.7872
"Services",2040,"Hot/Dry","Kvemo Kartli",-0.5335
"Agriculture",2040,"Hot/Dry","Guria",-5.588
"Industry",2040,"Hot/Dry","Guria",-2.6558
"Services",2040,"Hot/Dry","Guria",-0.8809
"Agriculture",2040,"Hot/Dry","Tbilisi",-3.1203
"Industry",2040,"Hot/Dry","Tbilisi",-1.8196
"Services",2040,"Hot/Dry","Tbilisi",-0.6929
"Agriculture",2040,"Hot/Dry","Imereti",-3.6969
"Industry",2040,"Hot/Dry","Imereti",-2.7323
"Services",2040,"Hot/Dry","Imereti",-0.6331
"Agriculture",2040,"Median","Abkhazia",-1.463
"Industry",2040,"Median","Abkhazia",-0.6535
"Services",2040,"Median","Abkhazia",-0.1628
"Agriculture",2040,"Median","Samegrelo-Zemo Svaneti",-3.21
"Industry",2040,"Median","Samegrelo-Zemo Svaneti",-1.6627
"Services",2040,"Median","Samegrelo-Zemo Svaneti",-0.6441
"Agriculture",2040,"Median","Shida Kartli",-0.2589
"Industry",2040,"Median","Shida Kartli",-0.0903
"Services",2040,"Median","Shida Kartli",-0.0175
"Agriculture",2040,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.4139
"Industry",2040,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.1206
"Services",2040,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.1635
"Agriculture",2040,"Median","Mtskheta-Mtianeti",-0.3781
"Industry",2040,"Median","Mtskheta-Mtianeti",-0.1878
"Services",2040,"Median","Mtskheta-Mtianeti",-0.0289
"Agriculture",2040,"Median","Kakheti",-1.5632
"Industry",2040,"Median","Kakheti",-0.5404
"Services",2040,"Median","Kakheti",-0.161
"Agriculture",2040,"Median","Samtskhe-Javakheti",-0.0851
"Industry",2040,"Median","Samtskhe-Javakheti",-0.0317
"Services",2040,"Median","Samtskhe-Javakheti",-0.0072
"Agriculture",2040,"Median","Ajaria",-1.1259
"Industry",2040,"Median","Ajaria",-0.1944
"Services",2040,"Median","Ajaria",-0.0563
"Agriculture",2040,"Median","Kvemo Kartli",-0.4955
"Industry",2040,"Median","Kvemo Kartli",-0.5185
"Services",2040,"Median","Kvemo Kartli",-0.1155
"Agriculture",2040,"Median","Guria",-2.71
"Industry",2040,"Median","Guria",-1.131
"Services",2040,"Median","Guria",-0.3169
"Agriculture",2040,"Median","Tbilisi",-1.076
"Industry",2040,"Median","Tbilisi",-0.5255
"Services",2040,"Median","Tbilisi",-0.1513
"Agriculture",2040,"Median","Imereti",-1.7516
"Industry",2040,"Median","Imereti",-1.2363
"Services",2040,"Median","Imereti",-0.2393
"Agriculture",2041,"Warm/Wet","Abkhazia",-1.7438
"Industry",2041,"Warm/Wet","Abkhazia",-0.8196
"Services",2041,"Warm/Wet","Abkhazia",-0.1997
"Agriculture",2041,"Warm/Wet","Samegrelo-Zemo Svaneti",-3.9517
"Industry",2041,"Warm/Wet","Samegrelo-Zemo Svaneti",-2.1191
"Services",2041,"Warm/Wet","Samegrelo-Zemo Svaneti",-0.8746
"Agriculture",2041,"Warm/Wet","Shida Kartli",-0.2667
"Industry",2041,"Warm/Wet","Shida Kartli",-0.0881
"Services",2041,"Warm/Wet","Shida Kartli",-0.0161
"Agriculture",2041,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.6533
"Industry",2041,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.2846
"Services",2041,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.1987
"Agriculture",2041,"Warm/Wet","Mtskheta-Mtianeti",-0.5669
"Industry",2041,"Warm/Wet","Mtskheta-Mtianeti",-0.3092
"Services",2041,"Warm/Wet","Mtskheta-Mtianeti",-0.0452
"Agriculture",2041,"Warm/Wet","Kakheti",-2.4796
"Industry",2041,"Warm/Wet","Kakheti",-0.8428
"Services",2041,"Warm/Wet","Kakheti",-0.2838
"Agriculture",2041,"Warm/Wet","Samtskhe-Javakheti",-0.0953
"Industry",2041,"Warm/Wet","Samtskhe-Javakheti",-0.0318
"Services",2041,"Warm/Wet","Samtskhe-Javakheti",-0.0073
"Agriculture",2041,"Warm/Wet","Ajaria",-1.4289
"Industry",2041,"Warm/Wet","Ajaria",-0.2661
"Services",2041,"Warm/Wet","Ajaria",-0.0812
"Agriculture",2041,"Warm/Wet","Kvemo Kartli",-0.6627
"Industry",2041,"Warm/Wet","Kvemo Kartli",-0.6873
"Services",2041,"Warm/Wet","Kvemo Kartli",-0.1572
"Agriculture",2041,"Warm/Wet","Guria",-3.3509
"Industry",2041,"Warm/Wet","Guria",-1.4156
"Services",2041,"Warm/Wet","Guria",-0.4183
"Agriculture",2041,"Warm/Wet","Tbilisi",-1.4136
"Industry",2041,"Warm/Wet","Tbilisi",-0.6973
"Services",2041,"Warm/Wet","Tbilisi",-0.2045
"Agriculture",2041,"Warm/Wet","Imereti",-1.9998
"Industry",2041,"Warm/Wet","Imereti",-1.4323
"Services",2041,"Warm/Wet","Imereti",-0.2672
"Agriculture",2041,"Hot/Dry","Abkhazia",-3.5333
"Industry",2041,"Hot/Dry","Abkhazia",-1.6242
"Services",2041,"Hot/Dry","Abkhazia",-0.5049
"Agriculture",2041,"Hot/Dry","Samegrelo-Zemo Svaneti",-6.6195
"Industry",2041,"Hot/Dry","Samegrelo-Zemo Svaneti",-3.7667
"Services",2041,"Hot/Dry","Samegrelo-Zemo Svaneti",-1.7094
"Agriculture",2041,"Hot/Dry","Shida Kartli",-0.9443
"Industry",2041,"Hot/Dry","Shida Kartli",-0.3554
"Services",2041,"Hot/Dry","Shida Kartli",-0.0855
"Agriculture",2041,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-3.5539
"Industry",2041,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-2.9757
"Services",2041,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-0.6181
"Agriculture",2041,"Hot/Dry","Mtskheta-Mtianeti",-1.5021
"Industry",2041,"Hot/Dry","Mtskheta-Mtianeti",-0.8899
"Services",2041,"Hot/Dry","Mtskheta-Mtianeti",-0.1838
"Agriculture",2041,"Hot/Dry","Kakheti",-4.4872
"Industry",2041,"Hot/Dry","Kakheti",-1.9012
"Services",2041,"Hot/Dry","Kakheti",-0.729
"Agriculture",2041,"Hot/Dry","Samtskhe-Javakheti",-0.442
"Industry",2041,"Hot/Dry","Samtskhe-Javakheti",-0.1639
"Services",2041,"Hot/Dry","Samtskhe-Javakheti",-0.047
"Agriculture",2041,"Hot/Dry","Ajaria",-3.463
"Industry",2041,"Hot/Dry","Ajaria",-0.9296
"Services",2041,"Hot/Dry","Ajaria",-0.3233
"Agriculture",2041,"Hot/Dry","Kvemo Kartli",-1.6845
"Industry",2041,"Hot/Dry","Kvemo Kartli",-1.9181
"Services",2041,"Hot/Dry","Kvemo Kartli",-0.5725
"Agriculture",2041,"Hot/Dry","Guria",-5.9046
"Industry",2041,"Hot/Dry","Guria",-2.8613
"Services",2041,"Hot/Dry","Guria",-1.0063
"Agriculture",2041,"Hot/Dry","Tbilisi",-3.3993
"Industry",2041,"Hot/Dry","Tbilisi",-1.948
"Services",2041,"Hot/Dry","Tbilisi",-0.7324
"Agriculture",2041,"Hot/Dry","Imereti",-4.0545
"Industry",2041,"Hot/Dry","Imereti",-3.1736
"Services",2041,"Hot/Dry","Imereti",-0.7476
"Agriculture",2041,"Median","Abkhazia",-1.2255
"Industry",2041,"Median","Abkhazia",-0.5889
"Services",2041,"Median","Abkhazia",-0.131
"Agriculture",2041,"Median","Samegrelo-Zemo Svaneti",-2.9796
"Industry",2041,"Median","Samegrelo-Zemo Svaneti",-1.5352
"Services",2041,"Median","Samegrelo-Zemo Svaneti",-0.592
"Agriculture",2041,"Median","Shida Kartli",-0.4193
"Industry",2041,"Median","Shida Kartli",-0.1431
"Services",2041,"Median","Shida Kartli",-0.0317
"Agriculture",2041,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.6251
"Industry",2041,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.1774
"Services",2041,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.2308
"Agriculture",2041,"Median","Mtskheta-Mtianeti",-0.8396
"Industry",2041,"Median","Mtskheta-Mtianeti",-0.5018
"Services",2041,"Median","Mtskheta-Mtianeti",-0.0951
"Agriculture",2041,"Median","Kakheti",-2.6788
"Industry",2041,"Median","Kakheti",-1.0981
"Services",2041,"Median","Kakheti",-0.4071
"Agriculture",2041,"Median","Samtskhe-Javakheti",-0.1583
"Industry",2041,"Median","Samtskhe-Javakheti",-0.0506
"Services",2041,"Median","Samtskhe-Javakheti",-0.0131
"Agriculture",2041,"Median","Ajaria",-1.0626
"Industry",2041,"Median","Ajaria",-0.1983
"Services",2041,"Median","Ajaria",-0.062
"Agriculture",2041,"Median","Kvemo Kartli",-0.9877
"Industry",2041,"Median","Kvemo Kartli",-1.1651
"Services",2041,"Median","Kvemo Kartli",-0.3323
"Agriculture",2041,"Median","Guria",-2.5333
"Industry",2041,"Median","Guria",-1.0835
"Services",2041,"Median","Guria",-0.3139
"Agriculture",2041,"Median","Tbilisi",-2.1079
"Industry",2041,"Median","Tbilisi",-1.1853
"Services",2041,"Median","Tbilisi",-0.4299
"Agriculture",2041,"Median","Imereti",-1.7521
"Industry",2041,"Median","Imereti",-1.2471
"Services",2041,"Median","Imereti",-0.2662
"Agriculture",2042,"Warm/Wet","Abkhazia",-1.1243
"Industry",2042,"Warm/Wet","Abkhazia",-0.4959
"Services",2042,"Warm/Wet","Abkhazia",-0.1097
"Agriculture",2042,"Warm/Wet","Samegrelo-Zemo Svaneti",-2.7343
"Industry",2042,"Warm/Wet","Samegrelo-Zemo Svaneti",-1.3129
"Services",2042,"Warm/Wet","Samegrelo-Zemo Svaneti",-0.4782
"Agriculture",2042,"Warm/Wet","Shida Kartli",-0.1852
"Industry",2042,"Warm/Wet","Shida Kartli",-0.0585
"Services",2042,"Warm/Wet","Shida Kartli",-0.01
"Agriculture",2042,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.1781
"Industry",2042,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.8946
"Services",2042,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.1283
"Agriculture",2042,"Warm/Wet","Mtskheta-Mtianeti",-0.3292
"Industry",2042,"Warm/Wet","Mtskheta-Mtianeti",-0.1424
"Services",2042,"Warm/Wet","Mtskheta-Mtianeti",-0.0232
"Agriculture",2042,"Warm/Wet","Kakheti",-1.2988
"Industry",2042,"Warm/Wet","Kakheti",-0.4411
"Services",2042,"Warm/Wet","Kakheti",-0.1202
"Agriculture",2042,"Warm/Wet","Samtskhe-Javakheti",-0.0624
"Industry",2042,"Warm/Wet","Samtskhe-Javakheti",-0.0206
"Services",2042,"Warm/Wet","Samtskhe-Javakheti",-0.0047
"Agriculture",2042,"Warm/Wet","Ajaria",-1.1504
"Industry",2042,"Warm/Wet","Ajaria",-0.234
"Services",2042,"Warm/Wet","Ajaria",-0.0771
"Agriculture",2042,"Warm/Wet","Kvemo Kartli",-0.4186
"Industry",2042,"Warm/Wet","Kvemo Kartli",-0.4435
"Services",2042,"Warm/Wet","Kvemo Kartli",-0.0974
"Agriculture",2042,"Warm/Wet","Guria",-2.448
"Industry",2042,"Warm/Wet","Guria",-0.9809
"Services",2042,"Warm/Wet","Guria",-0.2765
"Agriculture",2042,"Warm/Wet","Tbilisi",-0.9104
"Industry",2042,"Warm/Wet","Tbilisi",-0.4499
"Services",2042,"Warm/Wet","Tbilisi",-0.1293
"Agriculture",2042,"Warm/Wet","Imereti",-1.4236
"Industry",2042,"Warm/Wet","Imereti",-0.9701
"Services",2042,"Warm/Wet","Imereti",-0.1638
"Agriculture",2042,"Hot/Dry","Abkhazia",-2.8715
"Industry",2042,"Hot/Dry","Abkhazia",-1.3322
"Services",2042,"Hot/Dry","Abkhazia",-0.3905
"Agriculture",2042,"Hot/Dry","Samegrelo-Zemo Svaneti",-5.5127
"Industry",2042,"Hot/Dry","Samegrelo-Zemo Svaneti",-3.0806
"Services",2042,"Hot/Dry","Samegrelo-Zemo Svaneti",-1.3461
"Agriculture",2042,"Hot/Dry","Shida Kartli",-1.0515
"Industry",2042,"Hot/Dry","Shida Kartli",-0.4094
"Services",2042,"Hot/Dry","Shida Kartli",-0.1066
"Agriculture",2042,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-3.0661
"Industry",2042,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-2.2974
"Services",2042,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-0.5153
"Agriculture",2042,"Hot/Dry","Mtskheta-Mtianeti",-1.7489
"Industry",2042,"Hot/Dry","Mtskheta-Mtianeti",-1.1208
"Services",2042,"Hot/Dry","Mtskheta-Mtianeti",-0.2432
"Agriculture",2042,"Hot/Dry","Kakheti",-4.5245
"Industry",2042,"Hot/Dry","Kakheti",-2.0629
"Services",2042,"Hot/Dry","Kakheti",-0.8521
"Agriculture",2042,"Hot/Dry","Samtskhe-Javakheti",-0.4477
"Industry",2042,"Hot/Dry","Samtskhe-Javakheti",-0.1559
"Services",2042,"Hot/Dry","Samtskhe-Javakheti",-0.0448
"Agriculture",2042,"Hot/Dry","Ajaria",-2.7099
"Industry",2042,"Hot/Dry","Ajaria",-0.6749
"Services",2042,"Hot/Dry","Ajaria",-0.2228
"Agriculture",2042,"Hot/Dry","Kvemo Kartli",-1.8439
"Industry",2042,"Hot/Dry","Kvemo Kartli",-2.1269
"Services",2042,"Hot/Dry","Kvemo Kartli",-0.6845
"Agriculture",2042,"Hot/Dry","Guria",-4.9243
"Industry",2042,"Hot/Dry","Guria",-2.3497
"Services",2042,"Hot/Dry","Guria",-0.789
"Agriculture",2042,"Hot/Dry","Tbilisi",-3.6517
"Industry",2042,"Hot/Dry","Tbilisi",-2.1626
"Services",2042,"Hot/Dry","Tbilisi",-0.8716
"Agriculture",2042,"Hot/Dry","Imereti",-3.3588
"Industry",2042,"Hot/Dry","Imereti",-2.4591
"Services",2042,"Hot/Dry","Imereti",-0.6139
"Agriculture",2042,"Median","Abkhazia",-1.47
"Industry",2042,"Median","Abkhazia",-0.6364
"Services",2042,"Median","Abkhazia",-0.1549
"Agriculture",2042,"Median","Samegrelo-Zemo Svaneti",-3.3925
"Industry",2042,"Median","Samegrelo-Zemo Svaneti",-1.7628
"Services",2042,"Median","Samegrelo-Zemo Svaneti",-0.6825
"Agriculture",2042,"Median","Shida Kartli",-0.4142
"Industry",2042,"Median","Shida Kartli",-0.14
"Services",2042,"Median","Shida Kartli",-0.0299
"Agriculture",2042,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.8568
"Industry",2042,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.3645
"Services",2042,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.2625
"Agriculture",2042,"Median","Mtskheta-Mtianeti",-0.7194
"Industry",2042,"Median","Mtskheta-Mtianeti",-0.4108
"Services",2042,"Median","Mtskheta-Mtianeti",-0.0734
"Agriculture",2042,"Median","Kakheti",-2.8207
"Industry",2042,"Median","Kakheti",-1.0948
"Services",2042,"Median","Kakheti",-0.3862
"Agriculture",2042,"Median","Samtskhe-Javakheti",-0.1873
"Industry",2042,"Median","Samtskhe-Javakheti",-0.0614
"Services",2042,"Median","Samtskhe-Javakheti",-0.0159
"Agriculture",2042,"Median","Ajaria",-1.1586
"Industry",2042,"Median","Ajaria",-0.1995
"Services",2042,"Median","Ajaria",-0.0632
"Agriculture",2042,"Median","Kvemo Kartli",-0.9999
"Industry",2042,"Median","Kvemo Kartli",-1.1043
"Services",2042,"Median","Kvemo Kartli",-0.3008
"Agriculture",2042,"Median","Guria",-2.9246
"Industry",2042,"Median","Guria",-1.2464
"Services",2042,"Median","Guria",-0.3589
"Agriculture",2042,"Median","Tbilisi",-2.0338
"Industry",2042,"Median","Tbilisi",-1.1197
"Services",2042,"Median","Tbilisi",-0.3886
"Agriculture",2042,"Median","Imereti",-2.0536
"Industry",2042,"Median","Imereti",-1.4591
"Services",2042,"Median","Imereti",-0.296
"Agriculture",2043,"Warm/Wet","Abkhazia",-1.5246
"Industry",2043,"Warm/Wet","Abkhazia",-0.7145
"Services",2043,"Warm/Wet","Abkhazia",-0.1679
"Agriculture",2043,"Warm/Wet","Samegrelo-Zemo Svaneti",-3.2281
"Industry",2043,"Warm/Wet","Samegrelo-Zemo Svaneti",-1.6076
"Services",2043,"Warm/Wet","Samegrelo-Zemo Svaneti",-0.6123
"Agriculture",2043,"Warm/Wet","Shida Kartli",-0.3513
"Industry",2043,"Warm/Wet","Shida Kartli",-0.1286
"Services",2043,"Warm/Wet","Shida Kartli",-0.0269
"Agriculture",2043,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.6655
"Industry",2043,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.2161
"Services",2043,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.2136
"Agriculture",2043,"Warm/Wet","Mtskheta-Mtianeti",-0.5609
"Industry",2043,"Warm/Wet","Mtskheta-Mtianeti",-0.3002
"Services",2043,"Warm/Wet","Mtskheta-Mtianeti",-0.0503
"Agriculture",2043,"Warm/Wet","Kakheti",-2.264
"Industry",2043,"Warm/Wet","Kakheti",-0.8037
"Services",2043,"Warm/Wet","Kakheti",-0.2674
"Agriculture",2043,"Warm/Wet","Samtskhe-Javakheti",-0.1392
"Industry",2043,"Warm/Wet","Samtskhe-Javakheti",-0.0471
"Services",2043,"Warm/Wet","Samtskhe-Javakheti",-0.0111
"Agriculture",2043,"Warm/Wet","Ajaria",-1.5045
"Industry",2043,"Warm/Wet","Ajaria",-0.3
"Services",2043,"Warm/Wet","Ajaria",-0.0881
"Agriculture",2043,"Warm/Wet","Kvemo Kartli",-0.7141
"Industry",2043,"Warm/Wet","Kvemo Kartli",-0.7784
"Services",2043,"Warm/Wet","Kvemo Kartli",-0.1928
"Agriculture",2043,"Warm/Wet","Guria",-2.853
"Industry",2043,"Warm/Wet","Guria",-1.1917
"Services",2043,"Warm/Wet","Guria",-0.3517
"Agriculture",2043,"Warm/Wet","Tbilisi",-1.5151
"Industry",2043,"Warm/Wet","Tbilisi",-0.7909
"Services",2043,"Warm/Wet","Tbilisi",-0.252
"Agriculture",2043,"Warm/Wet","Imereti",-1.8701
"Industry",2043,"Warm/Wet","Imereti",-1.305
"Services",2043,"Warm/Wet","Imereti",-0.2533
"Agriculture",2043,"Hot/Dry","Abkhazia",-3.9478
"Industry",2043,"Hot/Dry","Abkhazia",-1.8488
"Services",2043,"Hot/Dry","Abkhazia",-0.5879
"Agriculture",2043,"Hot/Dry","Samegrelo-Zemo Svaneti",-7.3591
"Industry",2043,"Hot/Dry","Samegrelo-Zemo Svaneti",-4.3879
"Services",2043,"Hot/Dry","Samegrelo-Zemo Svaneti",-2.0773
"Agriculture",2043,"Hot/Dry","Shida Kartli",-1.1857
"Industry",2043,"Hot/Dry","Shida Kartli",-0.452
"Services",2043,"Hot/Dry","Shida Kartli",-0.1201
"Agriculture",2043,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-4.2823
"Industry",2043,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-3.6338
"Services",2043,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-0.8501
"Agriculture",2043,"Hot/Dry","Mtskheta-Mtianeti",-1.8847
"Industry",2043,"Hot/Dry","Mtskheta-Mtianeti",-1.1508
"Services",2043,"Hot/Dry","Mtskheta-Mtianeti",-0.2754
"Agriculture",2043,"Hot/Dry","Kakheti",-5.2646
"Industry",2043,"Hot/Dry","Kakheti",-2.3624
"Services",2043,"Hot/Dry","Kakheti",-0.9898
"Agriculture",2043,"Hot/Dry","Samtskhe-Javakheti",-0.622
"Industry",2043,"Hot/Dry","Samtskhe-Javakheti",-0.2361
"Services",2043,"Hot/Dry","Samtskhe-Javakheti",-0.0709
"Agriculture",2043,"Hot/Dry","Ajaria",-3.7633
"Industry",2043,"Hot/Dry","Ajaria",-1.1092
"Services",2043,"Hot/Dry","Ajaria",-0.3985
"Agriculture",2043,"Hot/Dry","Kvemo Kartli",-2.0714
"Industry",2043,"Hot/Dry","Kvemo Kartli",-2.3028
"Services",2043,"Hot/Dry","Kvemo Kartli",-0.7396
"Agriculture",2043,"Hot/Dry","Guria",-6.5357
"Industry",2043,"Hot/Dry","Guria",-3.3252
"Services",2043,"Hot/Dry","Guria",-1.1962
"Agriculture",2043,"Hot/Dry","Tbilisi",-3.9576
"Industry",2043,"Hot/Dry","Tbilisi",-2.3349
"Services",2043,"Hot/Dry","Tbilisi",-0.9257
"Agriculture",2043,"Hot/Dry","Imereti",-4.8121
"Industry",2043,"Hot/Dry","Imereti",-3.9007
"Services",2043,"Hot/Dry","Imereti",-1.0115
"Agriculture",2043,"Median","Abkhazia",-1.4312
"Industry",2043,"Median","Abkhazia",-0.6752
"Services",2043,"Median","Abkhazia",-0.1628
"Agriculture",2043,"Median","Samegrelo-Zemo Svaneti",-3.2524
"Industry",2043,"Median","Samegrelo-Zemo Svaneti",-1.6886
"Services",2043,"Median","Samegrelo-Zemo Svaneti",-0.698
"Agriculture",2043,"Median","Shida Kartli",-0.5637
"Industry",2043,"Median","Shida Kartli",-0.203
"Services",2043,"Median","Shida Kartli",-0.0486
"Agriculture",2043,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.8928
"Industry",2043,"Median","Racha-Lechkhumi-Kvemo Svaneti",-1.3386
"Services",2043,"Median","Racha-Lechkhumi-Kvemo Svaneti",-0.296
"Agriculture",2043,"Median","Mtskheta-Mtianeti",-1.0534
"Industry",2043,"Median","Mtskheta-Mtianeti",-0.633
"Services",2043,"Median","Mtskheta-Mtianeti",-0.1352
"Agriculture",2043,"Median","Kakheti",-3.2133
"Industry",2043,"Median","Kakheti",-1.3819
"Services",2043,"Median","Kakheti",-0.5488
"Agriculture",2043,"Median","Samtskhe-Javakheti",-0.2733
"Industry",2043,"Median","Samtskhe-Javakheti",-0.0871
"Services",2043,"Median","Samtskhe-Javakheti",-0.0246
"Agriculture",2043,"Median","Ajaria",-1.2313
"Industry",2043,"Median","Ajaria",-0.2232
"Services",2043,"Median","Ajaria",-0.0681
"Agriculture",2043,"Median","Kvemo Kartli",-1.249
"Industry",2043,"Median","Kvemo Kartli",-1.4863
"Services",2043,"Median","Kvemo Kartli",-0.458
"Agriculture",2043,"Median","Guria",-2.836
"Industry",2043,"Median","Guria",-1.2418
"Services",2043,"Median","Guria",-0.3729
"Agriculture",2043,"Median","Tbilisi",-2.5652
"Industry",2043,"Median","Tbilisi",-1.5125
"Services",2043,"Median","Tbilisi",-0.5884
"Agriculture",2043,"Median","Imereti",-2.1646
"Industry",2043,"Median","Imereti",-1.4512
"Services",2043,"Median","Imereti",-0.3604
"Agriculture",2044,"Warm/Wet","Abkhazia",-1.0606
"Industry",2044,"Warm/Wet","Abkhazia",-0.4939
"Services",2044,"Warm/Wet","Abkhazia",-0.1061
"Agriculture",2044,"Warm/Wet","Samegrelo-Zemo Svaneti",-2.7128
"Industry",2044,"Warm/Wet","Samegrelo-Zemo Svaneti",-1.3425
"Services",2044,"Warm/Wet","Samegrelo-Zemo Svaneti",-0.5092
"Agriculture",2044,"Warm/Wet","Shida Kartli",-0.1746
"Industry",2044,"Warm/Wet","Shida Kartli",-0.055
"Services",2044,"Warm/Wet","Shida Kartli",-0.0098
"Agriculture",2044,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.3016
"Industry",2044,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-1.0037
"Services",2044,"Warm/Wet","Racha-Lechkhumi-Kvemo Svaneti",-0.1559
"Agriculture",2044,"Warm/Wet","Mtskheta-Mtianeti",-0.2697
"Industry",2044,"Warm/Wet","Mtskheta-Mtianeti",-0.1194
"Services",2044,"Warm/Wet","Mtskheta-Mtianeti",-0.0182
"Agriculture",2044,"Warm/Wet","Kakheti",-1.0566
"Industry",2044,"Warm/Wet","Kakheti",-0.3528
"Services",2044,"Warm/Wet","Kakheti",-0.0906
"Agriculture",2044,"Warm/Wet","Samtskhe-Javakheti",-0.0543
"Industry",2044,"Warm/Wet","Samtskhe-Javakheti",-0.0174
"Services",2044,"Warm/Wet","Samtskhe-Javakheti",-0.0037
"Agriculture",2044,"Warm/Wet","Ajaria",-0.9733
"Industry",2044,"Warm/Wet","Ajaria",-0.1611
"Services",2044,"Warm/Wet","Ajaria",-0.0482
"Agriculture",2044,"Warm/Wet","Kvemo Kartli",-0.352
"Industry",2044,"Warm/Wet","Kvemo Kartli",-0.3711
"Services",2044,"Warm/Wet","Kvemo Kartli",-0.0756
"Agriculture",2044,"Warm/Wet","Guria",-2.2255
"Industry",2044,"Warm/Wet","Guria",-0.894
"Services",2044,"Warm/Wet","Guria",-0.2384
"Agriculture",2044,"Warm/Wet","Tbilisi",-0.7966
"Industry",2044,"Warm/Wet","Tbilisi",-0.3774
"Services",2044,"Warm/Wet","Tbilisi",-0.1003
"Agriculture",2044,"Warm/Wet","Imereti",-1.4275
"Industry",2044,"Warm/Wet","Imereti",-1.0684
"Services",2044,"Warm/Wet","Imereti",-0.1769
"Agriculture",2044,"Hot/Dry","Abkhazia",-3.2078
"Industry",2044,"Hot/Dry","Abkhazia",-1.4809
"Services",2044,"Hot/Dry","Abkhazia",-0.4501
"Agriculture",2044,"Hot/Dry","Samegrelo-Zemo Svaneti",-5.8992
"Industry",2044,"Hot/Dry","Samegrelo-Zemo Svaneti",-3.3246
"Services",2044,"Hot/Dry","Samegrelo-Zemo Svaneti",-1.5157
"Agriculture",2044,"Hot/Dry","Shida Kartli",-1.0197
"Industry",2044,"Hot/Dry","Shida Kartli",-0.3926
"Services",2044,"Hot/Dry","Shida Kartli",-0.1039
"Agriculture",2044,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-3.2366
"Industry",2044,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-2.5536
"Services",2044,"Hot/Dry","Racha-Lechkhumi-Kvemo Svaneti",-0.5894
"Agriculture",2044,"Hot/Dry","Mtskheta-Mtianeti",-1.4778
"Industry",2044,"Hot/Dry","Mtskheta-Mtianeti",-0.8344
"Services",2044,"Hot/Dry","Mtskheta-Mtianeti",-0.2017
"Agriculture",2044,"Hot/Dry","Kakheti",-3.6832
"Industry",2044,"Hot/Dry","Kakheti",-1.6021
"Services",2044,"Hot/Dry","Kakheti",-0.6053
"Agriculture",2044,"Hot/Dry","Samtskhe-Javakheti",-0.5072
"Industry",2044,"Hot/Dry","Samtskhe-Javakheti",-0.191
